09-05 19:19:11.033   297   297 I auditd  : type=1400 audit(0.0:1440): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:gnss_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:11.063   394   394 I auditd  : type=1400 audit(0.0:1441): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:sensors_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:11.063   394   394 I auditd  : type=1400 audit(0.0:1442): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:sensors_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:12.033   297   297 I auditd  : type=1400 audit(0.0:1443): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:gnss_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:12.033   297   297 I auditd  : type=1400 audit(0.0:1444): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:gnss_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:12.063   394   394 I auditd  : type=1400 audit(0.0:1445): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:sensors_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:13.033   297   297 I auditd  : type=1400 audit(0.0:1447): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:gnss_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:13.033   297   297 I auditd  : type=1400 audit(0.0:1448): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:gnss_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:13.063   394   394 I auditd  : type=1400 audit(0.0:1449): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:sensors_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
09-05 19:19:13.066   394   394 I auditd  : type=1400 audit(0.0:1450): avc: denied { getattr } for comm="android.hardwar" path="/dev/__properties__/u:object_r:hwservicemanager_prop:s0" dev="tmpfs" ino=2843 scontext=u:r:sensors_service_ql:s0 tcontext=u:object_r:hwservicemanager_prop:s0 tclass=file permissive=0
